Date;AAPL;BA;CAT;CSCO;IBM;KO;MSFT;NKE
28.02.2018;44.529998779296875;362.2099914550781;154.6300048828125;44.779998779296875;148.97705078125;43.220001220703125;93.7699966430664;67.02999877929688
01.03.2018;43.75;349.69000244140625;150.22999572753906;43.79999923706055;147.04588317871094;43.43000030517578;92.8499984741211;66.31999969482422
02.03.2018;44.0525016784668;344.6700134277344;146.3800048828125;44.060001373291016;147.69598388671875;43.720001220703125;93.05000305175781;65.88999938964844
05.03.2018;44.20500183105469;352.75;151.1199951171875;44.52000045776367;150.0478057861328;43.88999938964844;93.63999938964844;65.05000305175781
06.03.2018;44.16749954223633;348.9200134277344;153.75;44.290000915527344;148.87188720703125;43.93000030517578;93.31999969482422;65.23999786376953
07.03.2018;43.75749969482422;347.0400085449219;151.50999450683594;44.20000076293945;151.35755920410156;43.81999969482422;93.86000061035156;64.16999816894531
08.03.2018;44.23500061035156;348.7300109863281;153.58999633789062;44.34000015258789;149.34034729003906;44.45000076293945;94.43000030517578;65.11000061035156
09.03.2018;44.994998931884766;354.5199890136719;158.25;45.369998931884766;152.30401611328125;44.81999969482422;96.54000091552734;66.30000305175781
12.03.2018;45.43000030517578;344.19000244140625;154.5;45.54999923706055;153.2122344970703;44.529998779296875;96.7699966430664;66.81999969482422
13.03.2018;44.99250030517578;338.6700134277344;153.69000244140625;45.15999984741211;152.31358337402344;44.56999969482422;94.41000366210938;66.16999816894531
14.03.2018;44.61000061035156;330.260009765625;152.5399932861328;45.279998779296875;151.16635131835938;43.779998779296875;93.8499984741211;66.19999694824219
15.03.2018;44.662498474121094;329.9800109863281;154.57000732421875;45.33000183105469;152.5908203125;43.66999816894531;94.18000030517578;66.38999938964844
16.03.2018;44.505001068115234;330.4700012207031;156.4600067138672;45.0099983215332;153.2122344970703;43.459999084472656;94.5999984741211;65.91000366210938
19.03.2018;43.82500076293945;331.760009765625;152.14999389648438;44.27000045776367;150.43020629882812;43.2599983215332;92.88999938964844;65.70999908447266
20.03.2018;43.810001373291016;337.6300048828125;154.05999755859375;44.369998931884766;149.33078002929688;43.15999984741211;93.12999725341797;66.80000305175781
21.03.2018;42.817501068115234;337.1000061035156;155.8000030517578;44.310001373291016;149.7992401123047;43.0;92.4800033569336;66.3499984741211
22.03.2018;42.212501525878906;319.6099853515625;146.89999389648438;43.06999969482422;145.4015350341797;42.7599983215332;89.79000091552734;64.41999816894531
23.03.2018;41.23500061035156;321.0;144.2899932861328;42.41999816894531;142.34225463867188;42.33000183105469;87.18000030517578;64.62999725341797
26.03.2018;43.192501068115234;328.9700012207031;149.19000244140625;44.060001373291016;146.625244140625;42.689998626708984;93.77999877929688;65.9000015258789
27.03.2018;42.084999084472656;321.1199951171875;146.99000549316406;42.68000030517578;145.2294464111328;42.88999938964844;89.47000122070312;66.16999816894531
28.03.2018;41.619998931884766;320.0199890136719;145.16000366210938;41.65999984741211;145.8126220703125;43.31999969482422;89.38999938964844;65.44000244140625
29.03.2018;41.94499969482422;327.8800048828125;147.3800048828125;42.88999938964844;146.68260192871094;43.43000030517578;91.2699966430664;66.44000244140625
02.04.2018;41.66999816894531;322.44000244140625;143.88999938964844;41.0099983215332;143.47036743164062;42.66999816894531;88.5199966430664;64.12000274658203
03.04.2018;42.09749984741211;330.82000732421875;145.05999755859375;41.380001068115234;143.26004028320312;43.380001068115234;89.70999908447266;66.69999694824219
04.04.2018;42.90250015258789;327.44000244140625;145.17999267578125;41.20000076293945;147.34225463867188;44.2400016784668;92.33000183105469;68.41999816894531
05.04.2018;43.20000076293945;336.3999938964844;148.1300048828125;41.81999969482422;147.25621032714844;44.400001525878906;92.37999725341797;69.58999633789062
06.04.2018;42.095001220703125;326.1199951171875;142.99000549316406;40.72999954223633;143.94837951660156;43.91999816894531;90.2300033569336;67.55000305175781
09.04.2018;42.51250076293945;322.4800109863281;143.0800018310547;41.16999816894531;145.9751434326172;43.83000183105469;90.7699966430664;67.18000030517578
10.04.2018;43.3125;334.8299865722656;148.08999633789062;42.5099983215332;148.55641174316406;43.9900016784668;92.87999725341797;67.0
11.04.2018;43.11000061035156;327.3599853515625;146.7899932861328;42.43000030517578;148.52772521972656;43.9900016784668;91.86000061035156;66.83000183105469
12.04.2018;43.53499984741211;337.4800109863281;150.13999938964844;43.34000015258789;151.11854553222656;44.029998779296875;93.58000183105469;67.7699966430664
13.04.2018;43.682498931884766;329.2799987792969;150.22999572753906;43.0;149.818359375;44.5099983215332;93.08000183105469;67.25
16.04.2018;43.95500183105469;331.7699890136719;152.13999938964844;43.29999923706055;150.9464569091797;44.68000030517578;94.16999816894531;67.05999755859375
17.04.2018;44.560001373291016;336.7200012207031;153.30999755859375;44.59000015258789;153.83364868164062;44.880001068115234;96.06999969482422;67.51000213623047
18.04.2018;44.459999084472656;341.0;155.9499969482422;44.630001068115234;142.2466583251953;44.5099983215332;96.44000244140625;66.19999694824219
19.04.2018;43.20000076293945;340.6400146484375;155.6999969482422;44.560001373291016;141.20458984375;44.310001373291016;96.11000061035156;65.7300033569336
20.04.2018;41.43000030517578;338.6700134277344;153.25;44.09000015258789;138.52772521972656;43.7400016784668;95.0;66.08999633789062
23.04.2018;41.310001373291016;338.8399963378906;153.99000549316406;44.25;139.4455108642578;43.97999954223633;95.3499984741211;66.87999725341797
24.04.2018;40.73500061035156;329.05999755859375;144.44000244140625;43.7400016784668;139.15870666503906;43.06999969482422;93.12000274658203;66.97000122070312
25.04.2018;40.912498474121094;342.8599853515625;145.19000244140625;43.709999084472656;139.52198791503906;42.43000030517578;92.30999755859375;66.66999816894531
26.04.2018;41.05500030517578;342.7900085449219;146.30999755859375;44.209999084472656;140.26768493652344;42.75;94.26000213623047;68.05000305175781
27.04.2018;40.58000183105469;340.8800048828125;144.72000122070312;44.709999084472656;140.03823852539062;43.310001373291016;95.81999969482422;69.55999755859375
30.04.2018;41.314998626708984;333.55999755859375;144.36000061035156;44.290000915527344;138.5850830078125;43.209999084472656;93.5199966430664;68.38999938964844
01.05.2018;42.275001525878906;329.5400085449219;144.4199981689453;44.83000183105469;138.62332153320312;42.59000015258789;95.0;68.0999984741211
02.05.2018;44.14250183105469;324.19000244140625;143.86000061035156;43.86000061035156;136.1854705810547;42.060001373291016;93.51000213623047;68.26000213623047
03.05.2018;44.22249984741211;330.69000244140625;143.77999877929688;44.439998626708984;135.74569702148438;41.88999938964844;94.06999969482422;66.9000015258789
04.05.2018;45.95750045776367;334.42999267578125;146.3699951171875;45.29999923706055;137.58126831054688;42.36000061035156;95.16000366210938;68.0999984741211
07.05.2018;46.290000915527344;340.42999267578125;149.82000732421875;45.72999954223633;136.92160034179688;42.13999938964844;96.22000122070312;69.33999633789062
08.05.2018;46.51250076293945;338.3699951171875;149.92999267578125;45.709999084472656;136.71128845214844;41.810001373291016;95.80999755859375;68.45999908447266
09.05.2018;46.84000015258789;344.5;152.61000061035156;46.040000915527344;136.3384246826172;41.779998779296875;96.94000244140625;67.94999694824219
10.05.2018;47.5099983215332;344.07000732421875;153.97000122070312;46.29999923706055;137.89674377441406;42.18000030517578;97.91000366210938;67.91999816894531
11.05.2018;47.147499084472656;342.4599914550781;154.86000061035156;45.93000030517578;137.8011474609375;42.13999938964844;97.69999694824219;68.43000030517578
14.05.2018;47.037498474121094;344.5899963378906;155.27999877929688;45.70000076293945;137.95411682128906;42.040000915527344;98.02999877929688;68.83999633789062
15.05.2018;46.61000061035156;342.1199951171875;152.58999633789062;45.47999954223633;137.41873168945312;41.720001220703125;97.31999969482422;69.5
16.05.2018;47.04499816894531;340.9700012207031;153.8000030517578;45.15999984741211;138.26959228515625;41.54999923706055;97.1500015258789;71.33999633789062
17.05.2018;46.747501373291016;344.1400146484375;153.69000244140625;43.459999084472656;138.1453094482422;42.29999923706055;96.18000030517578;70.94000244140625
18.05.2018;46.57749938964844;351.2300109863281;155.7100067138672;43.209999084472656;137.74378967285156;42.18000030517578;96.36000061035156;71.31999969482422
21.05.2018;46.907501220703125;363.9200134277344;158.9199981689453;43.75;139.09178161621094;42.40999984741211;97.5999984741211;71.37999725341797
22.05.2018;46.790000915527344;355.0199890136719;156.1999969482422;43.650001525878906;138.70936584472656;42.25;97.5;71.30999755859375
23.05.2018;47.09000015258789;359.2099914550781;157.74000549316406;43.68000030517578;138.30784606933594;42.400001525878906;98.66000366210938;71.33999633789062
24.05.2018;47.037498474121094;359.0;157.6999969482422;43.56999969482422;137.73422241210938;42.31999969482422;98.30999755859375;72.18000030517578
25.05.2018;47.14500045776367;360.0899963378906;155.85000610351562;43.2599983215332;137.32313537597656;42.400001525878906;98.36000061035156;72.25
29.05.2018;46.974998474121094;352.4800109863281;153.6199951171875;42.970001220703125;135.0095672607422;42.68000030517578;98.01000213623047;70.91999816894531
30.05.2018;46.875;358.19000244140625;155.4600067138672;42.849998474121094;136.34799194335938;43.130001068115234;98.94999694824219;72.2300033569336
31.05.2018;46.717498779296875;352.1600036621094;151.91000366210938;42.709999084472656;135.09559631347656;43.0;98.83999633789062;71.80000305175781
01.06.2018;47.560001373291016;356.7200012207031;153.52000427246094;43.65999984741211;135.70745849609375;43.119998931884766;100.79000091552734;72.76000213623047
04.06.2018;47.95750045776367;360.7300109863281;152.5;43.58000183105469;136.74952697753906;43.4900016784668;101.66999816894531;73.83000183105469
05.06.2018;48.32749938964844;360.1000061035156;153.00999450683594;43.66999816894531;137.3804931640625;43.11000061035156;102.19000244140625;74.05000305175781
06.06.2018;48.494998931884766;371.55999755859375;156.50999450683594;44.2599983215332;138.34608459472656;43.459999084472656;102.48999786376953;74.75
07.06.2018;48.3650016784668;368.5299987792969;156.2899932861328;43.650001525878906;138.96749877929688;43.439998626708984;100.87999725341797;74.76000213623047
08.06.2018;47.92499923706055;369.5;155.32000732421875;43.47999954223633;139.71319580078125;43.95000076293945;101.62999725341797;74.9000015258789
11.06.2018;47.807498931884766;370.94000244140625;156.3000030517578;43.689998626708984;140.13385009765625;44.130001068115234;101.05000305175781;74.58999633789062
12.06.2018;48.06999969482422;370.6199951171875;157.49000549316406;43.939998626708984;140.4110870361328;44.40999984741211;101.30999755859375;74.29000091552734
13.06.2018;47.67499923706055;363.8500061035156;154.7100067138672;44.0099983215332;139.91395568847656;44.18000030517578;100.8499984741211;74.11000061035156
14.06.2018;47.70000076293945;362.4200134277344;153.13999938964844;44.689998626708984;138.8145294189453;43.58000183105469;101.41999816894531;74.69999694824219
15.06.2018;47.209999084472656;357.8800048828125;150.02000427246094;44.25;138.9961700439453;44.119998931884766;100.12999725341797;75.83999633789062
18.06.2018;47.185001373291016;354.739990234375;148.67999267578125;44.209999084472656;138.12619018554688;43.54999923706055;100.86000061035156;75.61000061035156
19.06.2018;46.42250061035156;341.1199951171875;143.3000030517578;43.81999969482422;137.5717010498047;43.599998474121094;100.86000061035156;74.26000213623047
20.06.2018;46.625;342.69000244140625;143.1300048828125;43.7400016784668;136.35755920410156;43.2599983215332;101.87000274658203;74.72000122070312
21.06.2018;46.3650016784668;337.6600036621094;139.52999877929688;43.15999984741211;135.03823852539062;43.09000015258789;101.13999938964844;73.94000244140625
22.06.2018;46.22999954223633;338.9100036621094;139.94000244140625;43.20000076293945;135.06692504882812;43.25;100.41000366210938;73.43000030517578
25.06.2018;45.54249954223633;331.20001220703125;136.5800018310547;42.290000915527344;132.68641662597656;43.58000183105469;98.38999938964844;72.3499984741211
26.06.2018;46.10749816894531;331.29998779296875;135.5399932861328;42.54999923706055;132.9636688232422;43.33000183105469;99.08000183105469;72.55999755859375
27.06.2018;46.040000915527344;329.82000732421875;134.61000061035156;42.33000183105469;131.4340362548828;43.06999969482422;97.54000091552734;71.3499984741211
28.06.2018;46.375;334.6499938964844;136.02999877929688;42.939998626708984;133.88145446777344;43.470001220703125;98.62999725341797;71.69999694824219
29.06.2018;46.27750015258789;335.510009765625;135.6699981689453;43.029998779296875;133.55641174316406;43.86000061035156;98.61000061035156;79.68000030517578
02.07.2018;46.79499816894531;336.0799865722656;136.2899932861328;42.810001373291016;133.70936584472656;43.75;100.01000213623047;78.3499984741211
03.07.2018;45.97999954223633;332.92999267578125;133.8300018310547;42.66999816894531;133.43212890625;43.9900016784668;99.05000305175781;76.27999877929688
05.07.2018;46.349998474121094;333.17999267578125;135.80999755859375;42.560001373291016;135.2103271484375;44.65999984741211;99.76000213623047;76.55000305175781
06.07.2018;46.99250030517578;334.6400146484375;135.41000366210938;42.709999084472656;136.21414184570312;44.63999938964844;101.16000366210938;76.4800033569336
09.07.2018;47.64500045776367;341.9200134277344;140.97000122070312;42.66999816894531;138.04014587402344;44.400001525878906;101.8499984741211;77.27999877929688
10.07.2018;47.587501525878906;347.1600036621094;141.25;42.86000061035156;138.34608459472656;44.970001220703125;102.12000274658203;77.56999969482422
11.07.2018;46.970001220703125;340.6000061035156;136.75999450683594;42.56999969482422;138.5659637451172;44.790000915527344;101.9800033569336;77.36000061035156
12.07.2018;47.75749969482422;346.0299987792969;139.4199981689453;43.58000183105469;140.0095672607422;44.66999816894531;104.19000244140625;77.37000274658203
13.07.2018;47.83250045776367;350.7900085449219;140.75;41.779998779296875;139.48374938964844;44.7400016784668;105.43000030517578;77.37999725341797
16.07.2018;47.727500915527344;356.1000061035156;138.0800018310547;42.5;139.06309509277344;44.72999954223633;104.91000366210938;77.75
17.07.2018;47.86249923706055;356.8800048828125;138.9499969482422;42.34000015258789;137.1797332763672;45.25;105.94999694824219;77.47000122070312
18.07.2018;47.599998474121094;360.2300109863281;141.1199951171875;42.209999084472656;138.1644287109375;45.119998931884766;105.12000274658203;76.58999633789062
19.07.2018;47.970001220703125;355.3299865722656;139.4199981689453;42.400001525878906;142.67686462402344;45.11000061035156;104.4000015258789;76.94999694824219
20.07.2018;47.86000061035156;354.8999938964844;136.82000732421875;42.0099983215332;139.91395568847656;45.279998779296875;106.2699966430664;76.95999908447266
23.07.2018;47.90250015258789;353.2699890136719;136.27999877929688;42.060001373291016;139.29254150390625;44.95000076293945;107.97000122070312;76.58999633789062
24.07.2018;48.25;358.2699890136719;137.97000122070312;42.38999938964844;139.94264221191406;45.2599983215332;107.66000366210938;75.52999877929688
25.07.2018;48.70500183105469;355.9200134277344;140.47999572753906;43.15999984741211;140.17208862304688;46.09000015258789;110.83000183105469;77.16000366210938
26.07.2018;48.5525016784668;359.32000732421875;142.5800018310547;43.529998779296875;140.2581329345703;46.2400016784668;109.62000274658203;78.1500015258789
27.07.2018;47.744998931884766;360.6499938964844;142.55999755859375;42.56999969482422;138.7667236328125;46.209999084472656;107.68000030517578;76.88999938964844
30.07.2018;47.477500915527344;351.05999755859375;139.75;42.16999816894531;139.09178161621094;46.22999954223633;105.37000274658203;75.95999908447266
31.07.2018;47.5724983215332;356.29998779296875;143.8000030517578;42.290000915527344;138.55641174316406;46.630001068115234;106.08000183105469;76.91000366210938
01.08.2018;50.375;352.760009765625;138.5399932861328;41.86000061035156;137.18930053710938;46.38999938964844;106.27999877929688;77.54000091552734
02.08.2018;51.84749984741211;349.7300109863281;138.00999450683594;42.529998779296875;136.67303466796875;46.18000030517578;107.56999969482422;78.6500015258789
03.08.2018;51.997501373291016;348.44000244140625;138.50999450683594;42.83000183105469;141.20458984375;46.619998931884766;108.04000091552734;78.73999786376953
06.08.2018;52.26750183105469;346.57000732421875;139.47999572753906;43.29999923706055;139.6080322265625;46.650001525878906;108.12999725341797;79.51000213623047
07.08.2018;51.77750015258789;350.760009765625;142.3800048828125;43.58000183105469;140.54493713378906;46.5;108.87999725341797;80.52999877929688
08.08.2018;51.8125;347.7799987792969;139.7100067138672;43.84000015258789;140.43020629882812;46.150001525878906;109.48999786376953;80.5
09.08.2018;52.220001220703125;343.7200012207031;138.52000427246094;43.779998779296875;138.4034423828125;46.349998474121094;109.66999816894531;81.26000213623047
10.08.2018;51.88249969482422;339.4100036621094;135.9199981689453;43.779998779296875;138.12619018554688;46.08000183105469;109.0;80.7300033569336
13.08.2018;52.217498779296875;338.3599853515625;135.02000427246094;43.75;136.4340362548828;45.83000183105469;108.20999908447266;80.1500015258789
14.08.2018;52.4375;339.1400146484375;134.9199981689453;44.0;137.05545043945312;45.88999938964844;109.55999755859375;80.13999938964844
15.08.2018;52.560001373291016;331.760009765625;132.02000427246094;43.86000061035156;137.58126831054688;46.08000183105469;107.66000366210938;79.56999969482422
16.08.2018;53.33000183105469;345.9800109863281;136.25999450683594;45.15999984741211;138.94837951660156;46.220001220703125;107.63999938964844;80.05000305175781
17.08.2018;54.39500045776367;346.3999938964844;139.33999633789062;45.869998931884766;139.63670349121094;46.599998474121094;107.58000183105469;79.75
20.08.2018;53.8650016784668;350.739990234375;138.6699981689453;46.220001220703125;140.06692504882812;46.72999954223633;106.87000274658203;82.18000030517578
21.08.2018;53.7599983215332;353.7699890136719;139.99000549316406;45.779998779296875;139.55067443847656;46.220001220703125;105.9800033569336;82.94999694824219
22.08.2018;53.76250076293945;350.0299987792969;139.6300048828125;45.9900016784668;138.85276794433594;45.93000030517578;107.05999755859375;82.63999938964844
23.08.2018;53.872501373291016;347.4800109863281;136.7899932861328;46.02000045776367;138.97705078125;45.70000076293945;107.55999755859375;82.91000366210938
24.08.2018;54.040000915527344;349.3800048828125;138.2100067138672;46.31999969482422;139.61758422851562;45.630001068115234;108.4000015258789;82.44999694824219
27.08.2018;54.48500061035156;353.739990234375;142.0399932861328;46.59000015258789;140.23899841308594;45.689998626708984;109.5999984741211;82.6500015258789
28.08.2018;54.92499923706055;351.2099914550781;142.0;46.95000076293945;140.14340209960938;45.369998931884766;110.26000213623047;82.58000183105469
29.08.2018;55.744998931884766;350.19000244140625;141.86000061035156;47.47999954223633;141.05162048339844;45.33000183105469;112.0199966430664;82.79000091552734
30.08.2018;56.25749969482422;346.8999938964844;139.05999755859375;47.150001525878906;139.51242065429688;44.95000076293945;111.94999694824219;81.4000015258789
31.08.2018;56.907501220703125;342.7900085449219;138.85000610351562;47.77000045776367;140.03823852539062;44.56999969482422;112.33000183105469;82.19999694824219
04.09.2018;57.09000015258789;346.25;138.24000549316406;47.72999954223633;139.27342224121094;44.7599983215332;111.70999908447266;79.5999984741211
05.09.2018;56.717498779296875;346.67999267578125;140.58999633789062;47.27000045776367;140.2103271484375;45.380001068115234;108.48999786376953;79.91999816894531
06.09.2018;55.775001525878906;351.2699890136719;141.57000732421875;47.279998779296875;139.9521942138672;45.77000045776367;108.73999786376953;80.4000015258789
07.09.2018;55.32500076293945;349.2799987792969;141.32000732421875;47.04999923706055;139.0535430908203;45.720001220703125;108.20999908447266;80.30000305175781
10.09.2018;54.58250045776367;341.8599853515625;142.0500030517578;47.06999969482422;139.24473571777344;46.060001373291016;109.37999725341797;82.0999984741211
11.09.2018;55.962501525878906;345.25;142.02999877929688;47.029998779296875;140.0478057861328;46.02000045776367;111.23999786376953;82.62999725341797
12.09.2018;55.26750183105469;353.4100036621094;144.27999877929688;46.88999938964844;140.12428283691406;46.2400016784668;111.70999908447266;83.0
13.09.2018;56.602500915527344;355.4599914550781;145.5399932861328;47.2400016784668;142.3996124267578;45.83000183105469;112.91000366210938;83.47000122070312
14.09.2018;55.959999084472656;359.79998779296875;144.89999389648438;47.400001525878906;141.806884765625;45.9900016784668;113.37000274658203;83.48999786376953
17.09.2018;54.470001220703125;355.9599914550781;146.22000122070312;47.11000061035156;141.4340362548828;46.31999969482422;112.13999938964844;83.26000213623047
18.09.2018;54.560001373291016;363.5799865722656;149.07000732421875;47.459999084472656;142.02676391601562;45.93000030517578;113.20999908447266;85.26000213623047
19.09.2018;54.592498779296875;365.2200012207031;152.75999450683594;47.279998779296875;142.50477600097656;45.959999084472656;111.69999694824219;84.43000030517578
20.09.2018;55.00749969482422;367.4599914550781;156.0;47.72999954223633;144.50286865234375;46.63999938964844;113.56999969482422;85.37000274658203
21.09.2018;54.415000915527344;372.2300109863281;156.3800048828125;48.560001373291016;144.69407653808594;46.58000183105469;114.26000213623047;85.55000305175781
24.09.2018;55.1974983215332;367.989990234375;154.0;48.439998626708984;143.43212890625;46.06999969482422;114.66999816894531;84.2699966430664
25.09.2018;55.54750061035156;367.2300109863281;154.08999633789062;48.470001220703125;142.3613739013672;45.68000030517578;114.44999694824219;84.79000091552734
26.09.2018;55.10499954223633;365.0299987792969;153.1699981689453;48.40999984741211;144.94264221191406;45.849998474121094;113.9800033569336;83.69999694824219
27.09.2018;56.23749923706055;367.3900146484375;152.47000122070312;48.33000183105469;144.8374786376953;46.0099983215332;114.41000366210938;84.54000091552734
28.09.2018;56.435001373291016;371.8999938964844;152.49000549316406;48.650001525878906;144.5602264404297;46.189998626708984;114.37000274658203;84.72000122070312
01.10.2018;56.814998626708984;382.2900085449219;152.27999877929688;48.869998931884766;146.27151489257812;46.22999954223633;115.61000061035156;84.45999908447266
02.10.2018;57.31999969482422;386.3699951171875;154.82000732421875;49.0099983215332;146.988525390625;46.5099983215332;115.1500015258789;82.7699966430664
03.10.2018;58.01750183105469;392.29998779296875;158.22000122070312;49.13999938964844;146.48184204101562;45.869998931884766;115.16999816894531;82.5
04.10.2018;56.997501373291016;389.989990234375;156.75;48.380001068115234;144.6558380126953;45.849998474121094;112.79000091552734;80.18000030517578
05.10.2018;56.0724983215332;386.4700012207031;153.30999755859375;48.130001068115234;142.47610473632812;45.880001068115234;112.12999725341797;80.12000274658203
08.10.2018;55.942501068115234;385.7699890136719;153.35000610351562;47.52000045776367;141.86424255371094;46.47999954223633;110.8499984741211;80.2300033569336
09.10.2018;56.717498779296875;385.44000244140625;149.4600067138672;47.4900016784668;140.7648162841797;46.38999938964844;112.26000213623047;80.41999816894531
10.10.2018;54.09000015258789;367.4700012207031;143.72000122070312;45.630001068115234;136.4149169921875;45.68000030517578;106.16000366210938;74.94000244140625
11.10.2018;53.61249923706055;358.1099853515625;140.97000122070312;44.119998931884766;132.90631103515625;44.63999938964844;105.91000366210938;74.51000213623047
12.10.2018;55.52750015258789;360.1099853515625;142.07000732421875;45.709999084472656;134.6558380126953;44.68000030517578;109.56999969482422;75.91000366210938
15.10.2018;54.34000015258789;358.8800048828125;141.8000030517578;44.66999816894531;134.92352294921875;44.90999984741211;107.5999984741211;74.98999786376953
16.10.2018;55.537498474121094;368.25;143.7100067138672;45.81999969482422;138.73805236816406;45.4900016784668;111.0;77.4800033569336
